idx,rsmi,psmi,ea,dh
13857,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C:6]1)([H:11])[H:12])([H:8])([H:9])[H:10].[O:7]([H:18])[H:19],73.34307748572780,72.8212152569674
13858,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:16].[C:2](=[C:3]([C:4]([H:13])([H:14])[H:15])/[C:5](=[C:6](\[O:7][H:19])[H:18])[H:17])([H:11])[H:12],84.1008733651084,-0.189072405789491
13859,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@@:6]([C:3]1([C:4]([H:13])([H:14])[H:15])[C:2]([H:11])([H:12])[C:5]1([H:16])[H:17])([O:7][H:19])[H:18])([H:8])([H:9])[H:10],103.829427160145,-0.8851953347225430
13860,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C@@:3]2([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@@:6]12[H:18])([H:8])([H:9])[H:10].[O:7]([H:12])[H:19],90.9076519617137,27.2844716376794
13861,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:17])=[C:6]1[H:18])([H:11])[H:12])([H:8])([H:9])[H:10].[O:7]([H:16])[H:19],72.601449169533,36.3764492286562
13862,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O:7][H:19])([H:11])[H:12])([H:8])([H:9])[H:10].[C:3]1([C:4]([H:13])([H:14])[H:15])=[C:6]([H:18])[C:5]1([H:16])[H:17],98.27593214409360,39.6762323498905
13863,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2]([H:11])[H:12])([H:9])[H:10].[C:3]1([C:4]([H:13])([H:14])[H:15])=[C:5]([H:17])[C@:6]1([O:7][H:19])[H:18].[H:8][H:16],89.30560408987210,61.757079345396600
13864,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](\[C:4]([H:13])([H:14])[H:15])[H:12])[H:11])([H:8])([H:9])[H:10].[C:5](=[C:6]([O:7][H:19])[H:18])([H:16])[H:17],79.07382426155400,7.079625539093420
13865,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:19].[C:2](=[C:3]([C:4]([H:13])([H:14])[H:15])[C:5]([C:6](=[O:7])[H:18])([H:16])[H:17])([H:11])[H:12],53.384554291549000,-11.3333334497842
13866,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:7][C:6](=[C:5]([H:16])[H:17])[H:18])[H:19])([H:11])[H:12])([H:8])([H:9])[H:10],70.8557733862387,-7.939289935742770
13867,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5]([H:16])([H:17])[H:18])[C:6][O:7][H:19])([H:11])[H:12])([H:8])([H:9])[H:10],52.3437761582266,32.9122784920795
13868,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:5]([C@:6]([C:3][C:4]([H:13])([H:14])[H:15])([O:7][H:19])[H:18])([H:16])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],92.61272186176200,55.376244634502
13869,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]1=[C:5]([H:16])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4]([H:13])([H:14])([H:15])[H:17],112.918599932671,31.897410404583100
13870,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:12].[C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])[H:11],81.4756240041571,77.1421708643027
13871,[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3](=[C:4]([H:13])[H:14])[C:5]([C:6][O:7][H:19])([H:16])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10].[H:15][H:18],82.15921125929760,58.2846536057207
13872,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]=[O:3])([H:8])[H:9].[C:4](\[O:5][H:12])(=[C:6](\[O:7][H:10])[H:13])[H:11],42.6240738285746,31.042798154018700
13873,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](/[C:2]([O:3][C:6](=[O:7])[H:13])=[C:4](/[O:5][H:12])[H:11])([H:8])([H:9])[H:10],44.722383578271800,3.2908785038567500
13874,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]([O:3][H:10])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])[H:9],64.6957137040946,17.9376123696327
13875,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]12[O:3][C:6]([H:13])([C@@:4]1([O:5][H:12])[H:11])[O:7]2)([H:8])([H:9])[H:10],66.7701847307137,62.82478885900700
13876,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[O:5]/[C:4](=[C:6](\[O:7][H:12])[H:13])[H:11])([H:8])([H:9])[H:10],39.538968917195600,-1.7290851098050500
13877,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C-:2]#[O+:3].[C:1]([O:7]/[C:6](=[C:4](\[O:5][H:12])[H:11])[H:13])([H:8])([H:9])[H:10],70.39648631984050,26.829230439726900
13878,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[C@@:4]1([H:11])[O:5][C@:6]1([O:7][H:12])[H:13])([H:8])([H:9])[H:10],49.9376490561061,19.561919605084100
13879,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O:3][H:12])[C@@:4]([C:6](=[O:7])[H:13])([H:11])[O:5]1)([H:8])([H:9])[H:10],48.9846466609744,16.8165892162041
13880,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C-:6]#[O+:7].[C:1](/[C:2]([O:3][H:13])=[C:4](\[O:5][H:12])[H:11])([H:8])([H:9])[H:10],36.2424037540645,19.2485376898489
13881,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])/[C:4]([O:5][H:11])=[C:6](/[O:7][H:12])[H:13])([H:8])([H:9])[H:10],52.9774728877423,5.40145093089144
13882,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C-:6]#[O+:7].[C:1]([H:8])([H:9])([H:10])[H:13].[C:2](=[O:3])=[C:4]([O:5][H:12])[H:11],82.47906734997270,29.142850881574000
13883,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[H:10])([C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])[H:9],73.934939804344,7.51151044763634
13884,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6][O:7][H:13])[H:11])([H:8])([H:9])[H:10],81.32086559083320,58.362828870159800
13885,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](/[C:2]([O:3][H:11])=[C:4](\[O:5][H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10],46.167823495961300,5.27248301746342
13886,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@:2]1([H:11])[O:3][C@@:4]1([O:5][H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10],53.545875024347300,19.4332162048017
13887,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[C:4]([O:5][H:12])=[C:6]=[O:7])([H:8])([H:9])[H:10].[H:11][H:13],59.26927248588320,23.7893312586654
13888,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([O:3][H:12])([C:4](=[O:5])[H:11])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10],34.110188573302000,8.4945512596838
13889,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]=[O:3])([H:8])[H:9].[C:4]([O:5][H:12])([C:6](=[O:7])[H:13])([H:10])[H:11],62.5485542662961,20.5221925066455
13890,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O+:7]=[C-:6][H:13])[O:3][C@:4]1([O:5][H:12])[H:11])([H:8])([H:9])[H:10],92.4915043106481,84.73431003206900
13891,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O:5][H:12])[O:3][O:7][C:6]([H:13])=[C:4]1[H:11])([H:8])([H:9])[H:10],73.88184097446500,59.696845565747300
13892,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([O+:3]=[C-:2][C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],109.10374503878600,68.94520380274330
13893,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[C:4](=[O:5])[C:6]([O:7][H:12])([H:11])[H:13])([H:8])([H:9])[H:10],34.9490824585805,0.025668406500998000
13894,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]1[O:3][C@@:6]([O:7][H:10])([H:13])[C@@:4]1([O:5][H:12])[H:11])([H:8])[H:9],59.5300386905168,33.3798240403798
13895,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])/[C:4](=[C:6](\[O:7][O:5][H:12])[H:13])[H:11])([H:8])([H:9])[H:10],90.44047833959,66.2217045821388
13896,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C-:6]#[O+:7].[C:1]([C:2](=[O:3])[C:4]([O:5][H:12])([H:11])[H:13])([H:8])([H:9])[H:10],63.96295565202820,5.973964386359970
13897,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]12[O:3][C@:4]1([H:11])[C@:6]([O:5][H:12])([H:13])[O:7]2)([H:8])([H:9])[H:10],69.4267309217361,44.38752282905830
13898,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](/[C:2]([O:3][H:12])=[C:4](/[O:5][C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],35.8115093244778,2.079377672796
13899,[C:1]([C:2](=[O:3])[C@@:4]([O:5][H:12])([C:6](=[O:7])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:4]([H:11])[C@:6]([O:5][H:12])([H:13])[O:7][O:3]1)([H:8])([H:9])[H:10],74.4949030546132,57.5002540826614
13900,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([C:4](=[N:5][H:14])[N+:7]#[C-:6])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],48.273573610821300,16.4486023469344
13901,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([N:7]=[C:6]=[C:4]=[N:5][H:14])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],91.81369656762050,51.3190054969393
13902,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([C:4]1=[C:6]=[N+:7]([H:14])[N-:5]1)[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],127.548690886985,96.1288675019242
13903,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([C:4]#[N:5])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:6]=[N:7][H:14],60.203582470079200,28.1561880271874
13904,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C-:2]([N+:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])([H:11])[H:13])[H:12])([H:8])([H:9])[H:10],87.0377223134714,80.7772944199907
13905,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[N:3]([H:13])[C:4]([N-:5][H:14])=[C+:6][N:7]1[H:12])([H:8])([H:9])[H:10],73.03946799465360,33.5812793281509
13906,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10].[N:3](=[C:4]=[N:5][H:14])[H:13],88.22479169584620,0.43774837673672000
13907,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([C:4][N:5]([C:6]#[N:7])[H:14])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],66.5015147440242,34.009290262727100
13908,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([C:4]#[C:6]/[N:7]=[N:5]\[H:14])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],122.41074943474400,63.502554446305100
13909,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]=[C:4]=[N:5][H:14])([H:11])[H:12])([H:8])([H:9])[H:10].[C:6]=[N:7][H:13],56.6065626226196,24.910104685537
13910,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([N:5]([C:4]([N:3]([C+:2]([H:11])[H:12])[H:13])=[C:6]=[N-:7])[H:14])([H:8])([H:9])[H:10],70.67334644619330,32.4851179648864
13911,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2](/[N:3]=[C:4](\[N:5]([H:12])[H:14])[C:6]#[N:7])[H:11])([H:9])[H:10].[H:8][H:13],89.14883425589000,24.537667717803200
13912,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:6](/[C:4]([N:3]([C+:2]([H:11])[H:12])[H:13])=[N:5]\[H:14])=[N-:7])([H:8])([H:9])[H:10],83.0222187116257,65.4339462170595
13913,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C-:2]([N+:3](=[C:4]([N:5]([H:11])[H:14])[C:6]#[N:7])[H:13])[H:12])([H:8])([H:9])[H:10],39.2409630760624,25.5212216884022
13914,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C-:2](=[N+:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])[H:12].[C:1]([H:8])([H:9])([H:10])[H:11],73.9646391633279,63.56394376190930
13915,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([C:4][N:5]([N+:7]#[C-:6])[H:14])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],101.231606777125,74.1538861260249
13916,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2](/[N:3]=[C:4](/[N:5]([H:13])[H:14])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],39.9893572387114,-0.062966164561558
13917,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]1([H:9])([H:10])[C:2]([H:11])([H:12])[N:3]([H:13])[C:4](=[N:5]/[H:14])/[C:6]1=[N:7]/[H:8],85.7612045677569,-0.645144098253504
13918,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2]([H:11])[H:12])([H:9])[H:10].[N-:3]([C+:4]([N:5]([H:8])[H:14])[C:6]#[N:7])[H:13],43.01462558803990,17.1878230959394
13919,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([H:11])([H:12])[H:13])([H:8])([H:9])[H:10].[N:3](=[C:4]=[N:5][H:14])[C:6]#[N:7],80.94404732526640,10.338416934374200
13920,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](/[C:2](=[N:3]/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:12])([H:8])([H:9])[H:10].[H:11][H:13],90.7454290236177,22.763815688878200
13921,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4](#[N:5])[C:6]#[N:7],56.5059882003302,17.3028147843986
13922,[C:1]([C:2]([N:3](/[C:4](=[N:5]/[H:14])[C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([N:3]([C:2]([N:5]([C+:4]=[C:6]=[N-:7])[H:14])([H:11])[H:12])[H:13])([H:8])([H:9])[H:10],114.93428827799100,47.241303439123
13923,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])(/[N:4]=[C:6](/[O:7][C:5]([H:15])([H:16])[H:17])[H:18])[H:11])([H:8])([H:9])[H:10],61.880662050756000,17.410031110055
13924,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([O:7]/[C:6](=[N:4]/[C:5]([H:15])([H:16])[H:17])[H:18])[H:11])([H:8])([H:9])[H:10],56.3903348213727,17.2967409462264
13925,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:9])[C@:2]([C:3]([H:12])([H:13])[H:14])([H:11])[N:4]1[C:5]([H:15])([H:16])[H:17].[C:6](=[O:7])([H:10])[H:18],99.77244004580960,50.8502707160694
13926,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]1[C@:6]([C:5]([H:15])([H:16])[H:17])([H:18])[O:7]1)[H:11])([H:8])([H:9])[H:10],95.0815438334379,63.5590648909381
13927,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:13])([H:14])[C@@:6]([O:7][H:12])([H:18])[N:4]1[C:5]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],89.5398914981971,38.5717466659694
13928,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])(/[N:4]=[C:6](\[O:7][H:11])[H:18])[C:5]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],113.47055684293900,15.837589347425400
13929,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[N+:4]([C-:5]([H:15])[H:16])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10].[C:3]([H:12])([H:13])([H:14])[H:17],78.03817465281510,49.6142608664175
13930,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]([C-:2]([N+:4]([C:5]([H:15])([H:16])[H:17])=[C:6]([O:7][C:3]([H:12])([H:13])[H:14])[H:18])[H:11])([H:8])([H:9])[H:10],82.2987822244821,67.369402167986
13931,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C-:6]#[O+:7].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[H:18])[H:11])([H:8])([H:9])[H:10],74.42841254240350,21.883689639144400
13932,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:13])[H:14])[H:11])([H:8])([H:9])[H:10].[N:4](\[C:5]([H:15])([H:16])[H:17])=[C:6](/[O:7][H:12])[H:18],48.290013151965,28.4843519162389
13933,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C-:6]#[O+:7].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]=[C:5]([H:15])[H:16])[H:11])([H:8])([H:9])[H:10].[H:17][H:18],71.6621081739566,39.3905684201738
13934,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([N:4]([C:5]([H:15])([H:16])[H:17])[C:6](=[O:7])[H:18])[H:11])([H:8])([H:9])[H:10],[C:1](/[C:2](=[N:4]\[C:5]([H:15])([H:16])[H:17])[H:11])([H:8])([H:9])[H:10].[C:3]([C:6](=[O:7])[H:18])([H:12])([H:13])[H:14],85.0709026141374,26.044293274518100
